fighter_a,fighter_b,date,label,height_diff,reach_diff,age_diff,wins_diff,losses_diff,win_streak_diff,slpm_diff,sapm_diff,td_avg_diff,sub_avg_diff,kd_avg_diff,ctrl_avg_diff,ko_rate_diff,sub_rate_diff,southpaw_diff
Georges St-Pierre,Matt Serra,2007-04-07,0,5.0,8.0,-6.962354551676938,2.0,-3.0,4.0,3.3597927449643894,-0.31256594912300906,1.8045131258426652,0.06193735239651055,0.7333800470267231,4.186357451599466,0.42857142857142855,-0.05714285714285716,0.0
Elvis Sinosic,Michael Bisping,2007-04-21,0,2.0,2.0,8.041067761806982,-1.0,5.0,-7.0,-3.2819303760624057,3.669344510420305,-4.400977995110025,-3.6866922808243103,-2.2004889975550124,-26.538363022470605,-1.0,1.0,0.0
Joshua Burkman,Karo Parisyan,2007-05-26,0,0.0,0.0,2.3819301848049292,-2.0,-1.0,1.0,-0.18273258262264447,-1.1031782514634358,-0.8886695833587828,-0.656014632750745,0.3565768621236133,6.266285846542559,0.08333333333333334,0.08333333333333334,0.0
Kalib Starnes,Chris Leben,2007-05-26,1,4.0,1.0,5.538672142368238,-5.0,-1.0,0.0,0.27711069173069935,1.177698647570814,-2.1224595644158146,1.7684439001216008,-0.5727012408526885,-15.354320756279446,-0.5,0.8333333333333334,-1.0
Carmelo Marrero,Wilson Gouveia,2007-05-26,0,-1.0,-3.0,-2.3162217659137596,-1.0,0.0,-3.0,-2.153467028804015,-2.338932366067495,3.027782042988287,-1.248266296809986,0.0,17.331418603421845,0.0,-1.0,0.0
Sam Stout,Spencer Fisher,2007-06-12,0,2.0,2.0,-7.956194387405887,-3.0,-1.0,0.0,0.6050296161177267,0.8054367509608134,-1.4965081476554705,-1.7958097771865646,-0.5986032590621883,-5.719775130394883,-0.5,-0.25,-1.0
Forrest Petz,Luigi Fioravanti,2007-06-12,1,1.0,1.0,5.336071184120467,-1.0,0.0,-1.0,-0.49045819303207283,-0.3915817261861112,1.6383289500544027,0.0,1.2093489691201795,7.394657618680497,-1.0,0.0,0.0
Ed Herman,Scott Smith,2007-06-16,1,1.0,7.0,-1.3689253935660517,0.0,0.0,2.0,-0.43895710129884313,-1.7729763525253766,5.076551168412571,2.17566478646253,-1.1299435028248588,29.933001604015963,-1.0,1.0,0.0
Clay Guida,Tyson Griffin,2007-06-16,0,1.0,2.0,2.365503080082135,0.0,0.0,0.0,0.1312382250370785,-1.4643844951296752,0.6866557101054238,-3.240870645769031,0.0,23.333547119894178,0.0,0.0,0.0
Jason MacDonald,Rory Singer,2007-06-16,1,1.0,3.0,0.9856262833675551,0.0,0.0,0.0,-1.28397540597218,0.9689313115201057,1.3782542113323124,1.5682132637538762,0.0,17.69766061158916,0.0,0.5,0.0
Rich Franklin,Yushin Okami,2007-06-16,1,-1.0,1.0,6.792607802874745,4.0,1.0,-3.0,2.967083501543682,0.07617076974851011,-2.3996079990322223,-0.44350646729582327,1.274529637871738,-6.869747971626769,0.125,0.125,0.0
Jens Pulver,BJ Penn,2007-06-23,0,-2.0,0.0,4.019164955509922,0.0,-2.0,1.0,-0.7277886537647711,-0.21570330337566945,-1.3855801622325439,-0.5423135721712795,-0.18077119072375988,7.160977865313523,-0.3333333333333333,-0.16666666666666666,1.0
Hermes Franca,Sean Sherk,2007-07-07,0,0.0,4.0,-1.0568104038329906,0.0,0.0,1.0,0.15635207230875925,0.23343163708208658,-0.8919581086542694,3.0151538990142583,0.5225469324559706,-19.462382202899292,0.4,0.2,0.0
Nate Marquardt,Anderson Silva,2007-07-07,0,-2.0,-3.0,-4.016427104722794,1.0,0.0,1.0,-2.313326017925985,-0.3156760116140185,3.2205595315549775,-0.9298983287854807,-2.8587381893395736,22.60037483370396,-0.6666666666666666,-0.08333333333333331,-1.0
Randy Couture,Gabriel Gonzaga,2007-08-25,1,-1.0,-1.0,15.904175222450373,8.0,5.0,-3.0,0.5173317429335644,0.3264837706932696,-0.4818640208197791,-2.0785892431142923,-1.5201420516157016,-0.7915401575941594,-0.3333333333333333,-0.08333333333333334,0.0
Josh Koscheck,Georges St-Pierre,2007-08-25,0,-1.0,-3.0,3.4661190965092388,0.0,-1.0,6.0,-2.6734082282455116,-0.8410362208329452,0.42067566684600344,-0.20116248840917583,-0.6112726064513797,5.877142130264879,-0.14285714285714285,0.14285714285714285,0.0
Joe Stevenson,Kurt Pellegrino,2007-08-25,1,-1.0,0.0,-3.107460643394937,2.0,0.0,1.0,-0.17557629916778006,0.4670934178963122,-2.588652175179516,1.6459392371539667,0.0,-15.098239119772451,0.0,-0.5,0.0
Renato Sobral,David Heath,2007-08-25,1,2.0,3.0,0.4271047227926097,3.0,3.0,-1.0,-0.27750519510505667,-2.8334968829369664,2.6559974601708607,1.5260621103671206,0.0,25.799324636342643,0.0,0.09999999999999998,0.0
Antoni Hardonk,Frank Mir,2007-08-25,0,1.0,-1.0,3.296372347707049,-6.0,-2.0,0.0,-0.5970942299709425,-2.290743046907431,-3.6363636363636367,-4.268991282689913,0.4582814445828144,-27.927272727272726,0.8571428571428572,-0.5714285714285714,-1.0
Kendall Grove,Patrick Cote,2007-08-25,0,7.0,4.0,-2.702258726899384,2.0,-4.0,2.0,0.6835196528597716,-0.2999828739237782,0.544929428113578,4.706565950029052,-0.5009741163373226,13.561678860034029,0.3333333333333333,0.3333333333333333,0.0
Mirko Filipovic,Cheick Kongo,2007-09-08,0,-2.0,-9.0,0.6817248459958947,-2.0,0.0,-2.0,-1.0843027705495176,1.6089468850451552,-0.40467625899280574,-1.2140287769784173,1.1910684218582581,-5.997053421092913,0.6666666666666667,0.0,1.0
Matt Hamill,Michael Bisping,2007-09-08,0,0.0,1.0,2.39835728952772,0.0,0.0,0.0,-1.5335489728356362,0.9561206982853552,1.3509688243274494,-2.955665024630542,-1.477832512315271,3.2354555528322564,-0.33333333333333337,0.0,0.0
Dan Henderson,Quinton Jackson,2007-09-08,0,-2.0,1.0,7.822039698836413,0.0,0.0,0.0,-1.0788551401869162,1.7242990654205606,3.75,0.9375,-1.8662383177570097,-5.981308411214954,-1.0,0.0,0.0
Chris Leben,Terry Martin,2007-09-19,1,3.0,2.0,0.22176591375770016,4.0,1.0,-4.0,0.16740044521394992,-0.6974862335160186,-1.3407969590064703,0.22260697501855056,-0.5021544710155306,-9.778976007914913,-0.5,0.16666666666666666,1.0
Nate Quarry,Pete Sell,2007-09-19,1,1.0,-3.0,10.38193018480493,2.0,-2.0,2.0,5.18096530993188,0.6412571816440811,-0.387263339070568,-1.161790017211704,4.753521126760564,-4.662977867203219,1.0,-1.0,0.0
Dustin Hazelett,Jonathan Goulet,2007-09-19,1,1.0,3.0,-6.795345653661876,0.0,-1.0,3.0,1.923373567608862,-0.3122505729564553,-2.192452253628724,1.5826432391138274,0.0,-10.924467532467531,0.0,0.5,0.0
Kuniyoshi Hironaka,Thiago Alves,2007-09-19,0,1.0,0.0,7.293634496919918,-3.0,-1.0,-1.0,-1.793743179337941,-0.43895962168061087,0.8630411058566752,0.19043288468534003,-0.9821753364859949,7.088007760397723,-0.75,0.0,0.0
Keith Jardine,Chuck Liddell,2007-09-22,1,0.0,0.0,-5.869952087611228,-11.0,-1.0,0.0,1.267476720630202,0.9814232431804433,-0.030767628288590754,0.0,-1.0734216567246095,-4.739630281008334,-0.09999999999999998,0.0,0.0
Diego Sanchez,Jon Fitch,2007-09-22,0,-2.0,-2.0,-3.8494182067077354,0.0,1.0,-7.0,-0.294715216827083,0.5606615026374566,-1.5069144133441048,-1.2524903220146295,-0.05088481826589514,-16.859178458760272,0.33333333333333337,-0.5,1.0
Thiago Tavares,Tyson Griffin,2007-09-22,0,1.0,2.0,-0.553045859000683,0.0,-1.0,1.0,-1.3619143411134358,-2.364121019278795,1.117259894676054,-0.6687726356609902,0.0,17.34800117791486,0.0,0.0,0.0
Rich Franklin,Anderson Silva,2007-10-20,0,-1.0,-1.0,0.5229295003422294,5.0,1.0,-2.0,0.4231452164983738,0.12422984768098577,0.60280463802841,-1.566939072394318,-2.671786753380113,12.099274773232928,-0.19444444444444442,-0.1388888888888889,0.0
Brandon Vera,Tim Sylvia,2007-10-20,0,-5.0,-2.0,-1.5989048596851454,-4.0,-3.0,5.0,0.10725922446942793,-0.4830737957554232,-0.13456937799043062,0.9697251005371765,2.7746059236211,11.493314644670793,0.125,0.25,0.0
Eric Schafer,Stephan Bonnar,2007-10-20,0,-1.0,-3.0,-0.4626967830253257,-3.0,-2.0,-2.0,-0.8612183185453386,-0.23025504317033363,5.484223928699319,7.312298571599094,-0.18352365415986951,21.02733458003422,0.0,0.5,0.0
Yushin Okami,Jason MacDonald,2007-10-20,1,-1.0,-5.0,-6.13278576317591,1.0,0.0,-2.0,-0.14310253016184737,-1.0777605269250046,1.3982597135336514,-0.22398963624971469,0.0,-5.4588018455335074,0.16666666666666669,-0.6666666666666666,1.0
Joshua Burkman,Forrest Petz,2007-10-20,1,1.0,1.0,-4.550308008213555,2.0,0.0,-2.0,-0.03124746715879123,-0.3664943295530354,2.667257143391544,0.5257009345794392,-1.238150199821688,15.920625432531342,0.25,0.25,0.0
Kalib Starnes,Alan Belcher,2007-10-20,0,1.0,-1.0,9.29774127310062,0.0,-1.0,0.0,1.7688380838575897,1.136874846237655,0.7400362000492039,-0.156837591818086,-0.39011703511053314,5.169358239904405,-0.5,0.0,0.0
Rashad Evans,Michael Bisping,2007-11-17,1,-1.0,0.0,-0.5722108145106084,1.0,0.0,1.0,-1.8959173851108435,-0.6195147635029281,4.032708725664689,-1.69971671388102,-0.0801890296885146,10.036371741159822,-0.35,0.0,0.0
Thiago Silva,Houston Alexander,2007-11-17,1,2.0,2.0,-10.64202600958248,0.0,0.0,0.0,-12.681286050270009,1.4127107175235518,1.4308426073131957,1.4308426073131957,-20.883206979463665,-10.544876427229369,0.0,0.0,0.0
Joe Doerksen,Ed Herman,2007-11-17,0,-1.0,-2.0,2.9815195071868565,-1.0,1.0,-4.0,-1.3211714830156263,1.3998013415235577,-2.410296899492239,-1.2051484497461196,0.2927781392322707,-32.06583977198267,0.0,0.0,0.0
Thiago Alves,Chris Lytle,2007-11-17,1,-2.0,2.0,-9.125256673511291,2.0,-4.0,2.0,1.616753632966466,0.436414197511906,0.39303588564956693,-1.3405199123564957,0.6576711798483663,4.527475804995996,0.8,-1.0,0.0
Spencer Fisher,Frankie Edgar,2007-11-17,0,1.0,0.0,5.4373716632443525,3.0,2.0,-1.0,-0.5862281303914334,1.0004187313190682,-4.873325744051284,1.3821346301510111,0.4607115433836704,-14.697032362255065,-0.09999999999999998,0.2,1.0
Clay Guida,Roger Huerta,2007-12-08,0,-2.0,0.0,1.4455852156057496,-3.0,2.0,-4.0,-1.9199055058287233,0.6940810560554618,-0.7822479166172034,1.0968921389396709,0.5484460694698354,-7.747833519314327,-0.6,0.5,0.0
Matt Hughes,Georges St-Pierre,2007-12-29,0,-2.0,-3.0,7.597535934291582,7.0,1.0,0.0,-1.8677510188124589,-0.4073275409054332,-0.09490558552536754,-0.5373546266001521,-0.6775832862789385,5.2932958066561575,-0.041666666666666685,0.14166666666666666,0.0
Chuck Liddell,Wanderlei Silva,2007-12-29,1,3.0,2.0,6.543463381245722,14.0,2.0,-1.0,1.7435054526802942,0.8257065752737998,0.2597402597402597,0.0,0.6927905716134222,5.183331126781791,-0.4,0.0,0.0
Rich Clementi,Melvin Guillard,2007-12-29,1,0.0,1.0,6.9952087611225195,-1.0,1.0,2.0,-1.1658629662753903,1.7745059625294948,-4.389152403351378,0.09595787961726598,-2.154828411811652,-10.061483320609547,-0.6666666666666666,1.0,1.0
Tony DeSouza,Roan Carneiro,2007-12-29,0,1.0,-6.0,3.8521560574948666,2.0,1.0,0.0,-0.08779278362705534,-0.03986023014477946,-3.5343990861394623,-2.1223692352559977,0.0,-16.201779671533316,0.0,0.6666666666666666,1.0
BJ Penn,Joe Stevenson,2008-01-19,1,2.0,0.0,3.5044490075290895,2.0,2.0,-3.0,0.3672045080222275,-0.32438503322838086,-1.3353247552429681,-1.9884618448291762,0.30374620317246037,-6.786397497246654,0.5714285714285714,-0.11428571428571432,0.0
Jason Lambert,Wilson Gouveia,2008-01-19,0,2.0,-1.0,3.3347022587268995,1.0,0.0,-2.0,0.11945142617641258,-1.46368297817177,-0.18226014672160118,0.8018841944484372,0.9233909589295044,8.652692157339507,0.75,-0.75,0.0
Kendall Grove,Jorge Rivera,2008-01-19,0,5.0,6.0,-10.704996577686519,0.0,-3.0,0.0,-0.8657543851960594,-0.12029844532336997,0.60642249076945,4.037886340977069,-0.5817711700064641,1.2670778872174715,0.0,0.3333333333333333,0.0
Mike Swick,Joshua Burkman,2008-01-23,1,3.0,5.0,0.8104038329911027,0.0,-1.0,-2.0,0.3998176919941754,-0.38485084736017017,-2.928808554608689,-0.009893337978410632,0.40638788311317126,-13.846107013784719,0.2,0.2,0.0
Patrick Cote,Drew McFedries,2008-01-23,1,-1.0,3.0,-1.593429158110883,0.0,3.0,1.0,-3.4140004308628358,-3.2584981166071514,-1.1633296557667072,0.23207839092315624,-4.186224140069591,5.8855863325086,-0.5,0.0,-1.0
Alvin Robinson,Nate Diaz,2008-01-23,0,-3.0,-8.0,2.7515400410677593,-1.0,1.0,-1.0,1.3009446693657223,-1.2415654520917678,0.7287449392712553,-5.5465587044534415,-1.5789473684210527,16.242914979757085,0.0,-1.0,0.0
Jeremy Stephens,Cole Miller,2008-01-23,1,-4.0,-2.0,-2.0780287474332653,-1.0,1.0,-1.0,0.4660942648970585,-0.313359736372706,0.3918130422952505,-9.278350515463917,-0.9278350515463917,-14.079783535387126,-0.5,0.0,0.0
Nate Marquardt,Jeremy Horn,2008-02-02,1,-1.0,0.0,-3.6522929500342194,-2.0,-3.0,-3.0,0.7286271555513262,-0.603617633313309,1.4148530043221073,-0.3898911657618014,1.070154577883472,19.228067419290298,-0.16666666666666666,-0.41666666666666663,0.0
Terry Martin,Marvin Eastman,2008-02-02,0,-1.0,-2.0,-9.341546885694726,2.0,0.0,2.0,1.1091288902925158,-0.3271226872806916,4.031354983202688,0.0,0.503919372900336,30.584633261692122,1.0,0.0,0.0
Gleison Tibau,Tyson Griffin,2008-02-02,0,4.0,3.0,0.5366187542778924,0.0,0.0,1.0,-1.150191814795762,-0.7190633584711539,2.015933526329843,-1.4177248034709202,0.0,27.19930786765005,0.0,0.0,1.0
Alessio Sakara,Chris Leben,2008-03-01,0,1.0,-1.0,-1.117043121149898,-4.0,0.0,0.0,1.8121816440346667,0.18658540572915117,3.807471550829689,-0.36892805902848946,-0.5533920885427343,12.374091137831233,0.09523809523809523,-0.14285714285714285,-1.0
Dan Henderson,Anderson Silva,2008-03-01,0,-3.0,-3.0,4.6379192334017745,-3.0,1.0,-6.0,-1.8903266123844356,1.1812818203539988,1.8827540573823223,0.10697152939879051,-4.381697208079842,6.357564284007572,-0.8,-0.2,-1.0
Heath Herring,Cheick Kongo,2008-03-01,1,0.0,-4.0,-2.7926078028747447,-3.0,1.0,-3.0,-1.2167875942523825,0.9730260349978661,0.09048228766538635,-0.5309432351685872,1.0452411438326932,-0.7847488974249526,-0.25,0.0,0.0
Evan Tanner,Yushin Okami,2008-03-01,0,-2.0,-1.0,10.439425051334705,6.0,3.0,0.0,1.4094037221012585,0.47752960194440375,-0.42788889661782514,1.022412085763835,0.1498252039287498,-0.5359156944417762,-0.036363636363636376,0.36363636363636365,-1.0
Jake O'Brien,Andrei Arlovski,2008-03-01,0,0.0,-1.0,-5.639972621492127,-6.0,-4.0,1.0,-1.8065051429363697,-1.6993353610453983,7.771271479449918,-0.4559102607429745,-1.3986013986013988,39.29242380915243,-0.3333333333333333,-0.2222222222222222,0.0
Luigi Fioravanti,Luke Cummo,2008-03-01,1,-4.0,-4.0,-0.7392197125256672,-1.0,1.0,-4.0,0.19901499597161898,1.1560412714088937,-0.46352366348727825,-1.926605504587156,-0.46352366348727825,-4.3745354367544245,0.33333333333333337,0.0,0.0
Dustin Hazelett,Josh Koscheck,2008-03-01,0,3.0,3.0,-8.410677618069816,-4.0,-1.0,4.0,1.3655017818845623,0.10930692485885474,-3.423943667158941,2.404899660809711,-0.16977928692699493,-19.32576876380301,-0.2857142857142857,0.38095238095238093,0.0
Joe Lauzon,Kenny Florian,2008-04-02,0,0.0,-3.0,-7.989048596851472,-3.0,-2.0,0.0,-0.5501554286144661,-0.9955411220089966,5.494157193157375,9.14563127688171,1.5985790408525755,18.52619422703965,0.16666666666666666,0.0,-1.0
Frankie Edgar,Gray Maynard,2008-04-02,0,-3.0,-2.0,-2.4394250513347018,1.0,0.0,1.0,1.8533711217183773,0.43198090692124125,4.998508353221958,-2.8125,-1.875,-5.24463007159904,-0.16666666666666669,0.0,0.0
Karo Parisyan,Thiago Alves,2008-04-02,0,1.0,2.0,1.0978781656399725,2.0,0.0,-1.0,-0.677558995509346,-0.18050502576902572,4.676116441401582,0.12503001159716043,-0.9247367069098381,12.158581878628109,-0.5416666666666666,0.125,0.0
Kurt Pellegrino,Nate Diaz,2008-04-02,0,-4.0,-6.0,5.943874058863791,0.0,2.0,-2.0,1.0534818932282315,-0.0465477370880516,0.8879162935288387,-5.668660229659781,-1.1406844106463878,9.559104204359794,0.3333333333333333,-0.33333333333333337,-1.0
James Irvin,Houston Alexander,2008-04-02,1,2.0,3.0,-6.475017111567421,1.0,2.0,2.0,-5.046439914748429,-2.1239846325259704,-2.7607361963190185,0.6782215523737755,-6.925765484209504,-9.689691679650117,-0.33333333333333337,0.0,0.0
Matt Serra,Georges St-Pierre,2008-04-19,0,-5.0,-8.0,6.962354551676935,-3.0,2.0,0.0,-2.6268878737408974,0.4062989540947801,-1.347195230857805,-0.9447867883002488,-0.25296371551496033,-5.758080455671301,-0.16666666666666666,-0.05555555555555555,0.0
Travis Lutter,Rich Franklin,2008-04-19,0,-2.0,-1.0,1.3990417522245053,-7.0,1.0,0.0,-4.0801364023870414,0.4086388178459792,0.3665814151747657,0.10230179028132991,-0.6223358908780903,-1.8368854788292133,-0.05555555555555558,0.3888888888888889,-1.0
Kalib Starnes,Nate Quarry,2008-04-19,0,3.0,2.0,-2.803559206023273,-2.0,1.0,-2.0,-2.734175486514169,-0.21358825537726212,1.6551724137931034,0.8275862068965517,-2.9702970297029703,12.422806418572893,-1.0,0.5,0.0
Charles McCarthy,Michael Bisping,2008-04-19,0,-3.0,-4.0,-1.4373716632443525,-3.0,0.0,2.0,-3.4698680288535266,0.4920825677073606,0.43706903041777423,1.3317012371772172,-0.5964214711729623,3.340545785594985,-0.75,1.0,0.0
Joe Doerksen,Jason MacDonald,2008-04-19,0,-3.0,-5.0,-2.3518138261464756,-2.0,2.0,-2.0,-0.948847165803183,0.22185763437912875,1.334946621258747,0.9406120666712352,0.24239159709130084,-10.74725257650634,-0.3333333333333333,0.33333333333333337,0.0
Sam Stout,Rich Clementi,2008-04-19,0,0.0,-2.0,-8.062970568104038,-1.0,-1.0,-1.0,1.9378742675198626,0.9466446047203791,-1.7519466073414907,-1.2513904338153505,0.0,-0.488176060039784,0.0,-1.0,-1.0
Kuniyoshi Hironaka,Jonathan Goulet,2008-04-19,0,-2.0,-3.0,3.0691307323750863,-2.0,-1.0,-2.0,-0.031448729735973124,0.8667159770102628,-1.346352130925847,0.34506404480459174,0.0,-7.4780742347590525,0.0,-0.3333333333333333,0.0
Sean Sherk,BJ Penn,2008-05-24,0,-3.0,-3.0,5.355236139630389,-2.0,-1.0,1.0,-1.001446032958638,-0.06629924697151601,2.757864509440139,-0.9187766015497109,-0.5565862708719852,17.46463358070501,-0.5,-0.20833333333333334,0.0
Keith Jardine,Wanderlei Silva,2008-05-24,0,3.0,2.0,0.6735112936344976,4.0,-1.0,3.0,2.7622844958395425,0.41289315367813284,0.20229265003371544,0.0,-0.27904553927932185,0.8333463517023801,-0.6,0.0,0.0
Tito Ortiz,Lyoto Machida,2008-05-24,0,2.0,0.0,3.3483915126625625,10.0,5.0,-5.0,-1.4276494397366917,0.9040282355337064,1.858325184820256,-1.712842406010084,-0.7549965484246292,2.8118644346978456,0.5,-0.17857142857142858,-1.0
Terry Etim,Rich Clementi,2008-05-24,0,4.0,1.0,-9.782340862422998,-3.0,-2.0,-4.0,-0.7467468277076819,-0.7022179086236022,-2.001779359430605,0.671303785182789,0.0,-10.095168769545992,0.0,0.25,-1.0
Thiago Alves,Matt Hughes,2008-06-07,1,0.0,-3.0,-9.971252566735117,-8.0,-2.0,6.0,1.0791150832972494,1.3174780897340177,-2.524538012365153,-0.3992127764814497,1.0671093194213896,-24.145940280391983,0.380952380952381,-0.26666666666666666,0.0
Mike Swick,Marcus Davis,2008-06-07,1,3.0,7.0,-5.817932922655714,0.0,0.0,-5.0,-0.32483256893351475,0.19425467452052647,-0.8952111760618908,-1.1866619532639633,-0.4788365501967201,-11.89304073561682,0.0,-0.16666666666666669,-1.0
Thales Leites,Nate Marquardt,2008-06-07,1,1.0,4.0,-2.3819301848049257,-2.0,0.0,2.0,0.45676913810171005,1.7649318607818483,0.23866190999975556,1.1162294928820222,-0.7977308799814151,-1.4672211844223142,0.0,0.2666666666666666,0.0
Brandon Vera,Fabricio Werdum,2008-06-07,0,-1.0,1.0,-0.19712525667351244,3.0,0.0,-2.0,1.249625184440902,1.3404828494685335,0.5247813411078718,0.5247813411078718,1.5743440233236152,6.23416972914384,-0.25,0.25,0.0
Matt Wiman,Thiago Tavares,2008-06-07,1,3.0,-2.0,1.1389459274469544,0.0,0.0,2.0,2.502884755773044,1.4035219924360525,-0.9101110101119527,1.6459003499385365,0.0,19.412416459827714,0.3333333333333333,0.0,0.0
Eddie Sanchez,Antoni Hardonk,2008-06-07,0,-2.0,-4.0,-6.746064339493493,1.0,-1.0,1.0,1.7088907616138207,1.6119960572451884,1.0428736964078795,-0.7305194805194805,-0.9396021128350212,13.751824652751653,0.0,0.0,0.0
Martin Kampmann,Jorge Rivera,2008-06-07,1,-1.0,-1.0,-10.132785763175907,-1.0,-4.0,2.0,2.0867425188144244,0.8112422869779223,0.7913828155651462,1.358490566037736,-0.1714163426900167,-2.349338374291115,-0.5,0.6666666666666666,0.0
Luigi Fioravanti,Diego Sanchez,2008-06-21,0,-2.0,-2.0,0.9390828199863108,-4.0,1.0,0.0,-0.053716486931353113,0.669343872065641,0.9940361461980234,-1.3155490590169925,0.1544639704766863,-8.824367370882113,0.09523809523809523,0.0,-1.0
Spencer Fisher,Jeremy Stephens,2008-06-21,1,-2.0,-3.0,10.042436687200546,3.0,2.0,-3.0,0.4282960894212713,2.3321097868483207,-0.4499021575739349,1.1233617640940297,-0.08755839896386552,-22.161495321034646,-0.09999999999999998,0.2,1.0
Kendall Grove,Evan Tanner,2008-06-21,1,6.0,5.0,-11.750855578370977,-8.0,-3.0,-1.0,-0.7215359992054324,0.4654164143612838,-1.6344068031335182,1.8019444745379842,-0.13873901649452752,-4.61422734842057,-0.03030303030303033,-0.03030303030303033,0.0
Marvin Eastman,Drew McFedries,2008-06-21,0,-3.0,1.0,7.1348391512662594,-1.0,1.0,2.0,-3.314334504220437,-2.217595262525871,-0.8777908431136111,0.0,-4.109589041095891,5.057133798192989,-1.0,0.0,-1.0
Dean Lister,Jeremy Horn,2008-06-21,1,0.0,1.0,-0.47091033538672633,-3.0,-4.0,2.0,-0.22146079410448039,-0.038913185715761855,0.38456902785908587,-0.7495092806226111,0.0,1.6648128379076397,-0.16666666666666666,-0.3333333333333333,0.0
Dustin Hazelett,Joshua Burkman,2008-06-21,1,3.0,4.0,-6.050650239561946,-2.0,-1.0,0.0,0.7829087117834108,-0.8979192287392395,-3.1085794439663355,2.8762379198007366,-0.3445635528330781,-13.677483054571171,-0.2,0.4666666666666666,0.0
Quinton Jackson,Forrest Griffin,2008-07-05,0,-2.0,-4.0,0.736481861738536,-3.0,-2.0,1.0,-1.8720839919855314,-0.8492970907565218,-0.039601292218099715,-0.8799374266718811,1.084516716346296,10.239743922598372,0.5,-0.3333333333333333,0.0
Ricardo Almeida,Patrick Cote,2008-07-05,0,1.0,-1.0,3.2498288843258045,-1.0,-2.0,-2.0,-1.290487645532717,-0.8912663376170211,1.2396951696166583,3.721351344206825,-0.9040683073832245,-1.2696608422110032,-0.6666666666666666,1.0,0.0
Joe Stevenson,Gleison Tibau,2008-07-05,1,-3.0,-1.0,1.3114305270362756,2.0,0.0,0.0,0.7005744102419165,0.1945697315207302,-1.8435230738544743,2.0754713963531195,0.0,-15.55863743612111,0.0,0.06666666666666671,-1.0
Chris Lytle,Josh Koscheck,2008-07-05,0,1.0,-5.0,3.285420944558524,-4.0,5.0,0.0,0.2120969048053245,0.6660196824336129,-2.9428005575456764,1.3834070223719666,-0.02662752454565509,-20.572348948098007,-0.125,0.5,0.0
Tyson Griffin,Marcus Aurelio,2008-07-05,1,-4.0,-6.0,-10.672142368240927,2.0,0.0,1.0,-0.35959812176094763,-0.48413563500226986,1.2083981235154917,1.2083981235154917,-0.7323026851098453,6.892909230873828,-0.5,-0.25,0.0
Cole Miller,Jorge Gurgel,2008-07-05,1,6.0,4.0,-7.2498288843258045,-1.0,-1.0,-2.0,-1.626151866151866,-1.2161647361647359,0.17915057915057908,7.328957528957528,0.5791505791505791,15.75629343629344,0.5,0.0,0.0
